file_name,file_path,golden_boxes,result_boxes,matched_boxes,missing_boxes,extra_boxes,peak_mae_C,peak_rmse_C,peak_max_abs_C,peak_max_box,avg_mae_C,avg_rmse_C,avg_max_abs_C,avg_max_box,peak_mae_pct,peak_rmse_pct,peak_max_abs_pct,avg_mae_pct,avg_rmse_pct,avg_max_abs_pct,peak_var_golden_over_ours_pct,avg_var_golden_over_ours_pct,peak_var_match_pct,avg_var_match_pct
ECTC_3D_1GPU_8high_110325_higherHTC_results.txt,out_therm/ECTC_3D_1GPU_8high_110325_higherHTC_results.txt,61,61,61,0,0,0.2713564426229502,0.35470132666334575,1.2028570000000087,Power_Source.substrate.GPU,0.25054899999999936,0.384359557048913,1.5048040000000071,Power_Source.substrate.GPU.Dummy_Si_above_3,71.42983203498036,65.66745356907897,36.06211737414738,76.13305575176213,67.52580783779555,34.68815138860245,67.32206792167467,97.89581639022344,67.32206792167469,97.89581639022344
